country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
Spain,9286-VLKMI,5018112852,2021-01-09,2021-02-08,5290,0,0,2021-01-12,3,0
United States,7228-LEPPM,5023901716,2021-01-21,2021-02-20,8996,1,1,2021-03-13,51,21
Spain,9460-VAZGD,5025374541,2020-02-22,2020-03-23,5714,0,0,2020-03-13,20,0
France,5164-VMYWJ,9807005414,2020-12-15,2021-01-14,5950,1,0,2021-01-27,43,13
United States,9928-IJYBQ,5029459580,2020-07-10,2020-08-09,3463,0,0,2020-08-03,24,0
United States,9149-MATVB,5031169107,2021-11-08,2021-12-08,3465,0,0,2021-11-25,17,0
China,9174-IYKOC,5031980496,2020-09-29,2020-10-29,6680,0,0,2020-10-29,30,0
United States,2447-JCFGW,5032711986,2021-10-26,2021-11-25,8234,0,0,2021-11-10,15,0
China,5920-DPXLN,5040778858,2021-10-02,2021-11-01,5312,0,0,2021-10-23,21,0
France,4640-FGEJI,6360019650,2020-12-17,2021-01-16,9967,1,0,2021-02-06,51,21
Russia,1604-LIFKX,5046787811,2021-05-31,2021-06-30,7766,0,0,2021-07-05,35,5
United States,6831-FIODB,5047086979,2020-06-05,2020-07-05,7150,1,0,2020-08-04,60,30
Spain,6391-GBFQJ,5048564900,2021-03-04,2021-04-03,4649,1,0,2021-04-03,30,0
China,0379-NEVHP,5051186703,2020-07-01,2020-07-31,4225,0,0,2020-07-17,16,0
Spain,1408-OQZUE,5051542190,2020-07-04,2020-08-03,5395,1,1,2020-09-01,59,29
United States,9149-MATVB,5069265898,2021-07-15,2021-08-14,4653,0,0,2021-08-05,21,0
China,5196-TWQXF,5080141194,2020-12-30,2021-01-29,4580,0,0,2021-01-10,11,0
Spain,6296-UKEUZ,5087638061,2021-02-06,2021-03-08,2200,0,0,2021-02-08,2,0
United States,2687-XWAMA,5104471628,2021-08-08,2021-09-07,6258,0,0,2021-08-19,11,0
Spain,8690-EEBEO,5106033344,2021-09-21,2021-10-21,4094,0,0,2021-10-18,27,0
United States,2447-JCFGW,5112375133,2021-08-22,2021-09-21,3725,0,0,2021-09-17,26,0
Russia,7695-NKUXM,5115237233,2021-09-22,2021-10-22,5704,0,0,2021-09-24,2,0
China,5196-TWQXF,5118980474,2021-11-08,2021-12-08,6922,0,0,2021-11-21,13,0
China,2820-XGXSB,5120935092,2020-02-03,2020-03-04,8315,0,0,2020-02-12,9,0
France,1447-YZKCL,5126179664,2021-05-17,2021-06-16,5835,0,0,2021-06-08,22,0
Russia,8887-NCUZC,5128563640,2021-09-19,2021-10-19,1658,0,0,2021-10-12,23,0
Spain,1408-OQZUE,5129304908,2021-09-23,2021-10-23,4066,0,0,2021-11-05,43,13
China,6708-DPYTF,5133177585,2020-01-03,2020-02-02,5537,0,0,2020-02-16,44,14
China,6632-CGYHU,5135727501,2021-09-01,2021-10-01,6888,0,0,2021-09-07,6,0
China,3569-VJWXS,5137377854,2021-05-07,2021-06-06,5063,0,0,2021-05-21,14,0
Russia,8887-NCUZC,5143348258,2021-05-26,2021-06-25,2784,1,0,2021-07-05,40,10
China,1080-NDGAE,5144461624,2021-11-13,2021-12-13,10193,1,0,2021-12-16,33,3
United States,3993-QUNVJ,5153888748,2021-08-14,2021-09-13,5420,0,0,2021-08-26,12,0
China,1080-NDGAE,5156029827,2020-10-18,2020-11-17,7357,1,0,2020-11-17,30,0
Russia,3568-JJMFW,5157346968,2021-09-06,2021-10-06,4502,0,0,2021-09-12,6,0
France,9758-AIEIK,7101585538,2020-12-19,2021-01-18,6549,1,0,2021-01-23,35,5
Russia,2824-HJQPP,5181531445,2020-02-29,2020-03-30,6086,0,0,2020-03-28,28,0
France,6833-ETVHD,5190923189,2021-03-28,2021-04-27,6025,0,0,2021-04-15,18,0
Spain,8942-ERSWK,5198527757,2020-02-17,2020-03-18,3897,0,0,2020-02-29,12,0
United States,2687-XWAMA,5201178540,2020-07-14,2020-08-13,6266,0,0,2020-07-25,11,0
Russia,9181-HEKGV,5202032585,2020-05-02,2020-06-01,5819,0,0,2020-06-06,35,5
Russia,2824-HJQPP,5210865686,2020-11-18,2020-12-18,5160,0,0,2020-12-05,17,0
Russia,2824-HJQPP,5211032490,2020-02-02,2020-03-03,7047,0,0,2020-03-03,30,0
Russia,3568-JJMFW,5211667829,2021-08-03,2021-09-02,6453,1,0,2021-08-24,21,0
China,2676-DZINU,5212915028,2020-05-03,2020-06-02,5978,0,0,2020-05-23,20,0
China,7841-HROAQ,5213055907,2020-02-01,2020-03-02,5620,1,0,2020-03-09,37,7
Spain,7372-CESLR,5215762025,2020-01-10,2020-02-09,4775,0,0,2020-02-03,24,0
France,9322-YCTQO,5216037175,2020-04-13,2020-05-13,8324,0,0,2020-05-23,40,10
China,0187-ERLSR,5219455796,2021-10-17,2021-11-16,7719,0,0,2021-10-20,3,0
China,5529-TBPGK,5221373409,2020-08-16,2020-09-15,5921,0,0,2020-09-23,38,8
Spain,3271-YDPUJ,5224697080,2020-07-27,2020-08-26,4631,1,0,2020-08-24,28,0
Spain,6296-UKEUZ,5225282488,2021-09-07,2021-10-07,6124,0,0,2021-09-08,1,0
United States,9323-NDIOV,5230964660,2020-11-19,2020-12-19,6046,0,0,2020-12-20,31,1
Spain,9286-VLKMI,5231639672,2020-01-31,2020-03-01,7332,0,0,2020-02-04,4,0
Spain,7372-CESLR,5244938150,2020-05-25,2020-06-24,3458,0,0,2020-06-13,19,0
France,9725-EZTEJ,9923030049,2020-12-26,2021-01-25,7112,1,1,2021-01-29,34,4
France,3448-OWJOT,3806835104,2020-12-11,2021-01-10,5983,1,1,2021-01-14,34,4
Russia,7946-HJDUR,5274457788,2020-09-01,2020-10-01,6057,0,0,2020-09-27,26,0
Spain,0688-XNJRO,5277730076,2021-05-02,2021-06-01,4131,0,0,2021-06-16,45,15
China,8820-BLYDZ,5280781969,2020-07-19,2020-08-18,7013,0,0,2020-07-28,9,0
China,6632-CGYHU,5284159199,2021-09-16,2021-10-16,6847,0,0,2021-09-28,12,0
Russia,8102-ABPKQ,5288556291,2021-07-05,2021-08-04,8530,1,0,2021-08-29,55,25
Russia,8364-UWVLM,5302225359,2021-06-04,2021-07-04,6358,0,0,2021-06-24,20,0
United States,7228-LEPPM,5307752603,2020-01-23,2020-02-22,8710,0,0,2020-03-08,45,15
China,7329-TWKLF,5308271793,2020-07-06,2020-08-05,7384,0,0,2020-08-01,26,0
China,5920-DPXLN,5315380309,2021-10-23,2021-11-22,6119,0,0,2021-11-05,13,0
China,8820-BLYDZ,5318528972,2020-05-28,2020-06-27,9599,0,0,2020-06-12,15,0
United States,2687-XWAMA,5320556174,2020-10-15,2020-11-14,5788,0,0,2020-10-20,5,0
France,7600-OISKG,6252751133,2021-01-11,2021-02-10,7547,1,0,2021-02-24,44,14
France,9322-YCTQO,5345209605,2021-05-22,2021-06-21,9835,0,0,2021-06-25,34,4
China,1080-NDGAE,5348963302,2020-04-27,2020-05-27,9660,0,0,2020-05-22,25,0
France,8389-TCXFQ,2941967523,2021-01-12,2021-02-11,6035,1,0,2021-02-17,36,6
Russia,5148-SYKLB,5353996897,2021-06-11,2021-07-11,8415,1,0,2021-07-23,42,12
China,3569-VJWXS,5358292729,2020-04-03,2020-05-03,6575,0,0,2020-04-30,27,0
France,6048-QPZCF,5359595729,2020-06-06,2020-07-06,9648,0,0,2020-06-12,6,0
Russia,9181-HEKGV,5364802553,2020-12-30,2021-01-29,8700,1,0,2021-03-04,64,34
United States,6831-FIODB,5365850526,2020-02-16,2020-03-17,5707,0,0,2020-03-16,29,0
Spain,3676-CQAIF,5367243443,2020-06-01,2020-07-01,5381,1,0,2020-07-20,49,19
China,2125-HJDLA,5370094352,2020-02-13,2020-03-14,2425,0,0,2020-03-29,45,15
China,6160-HCSFI,5375281177,2021-11-26,2021-12-26,8085,0,0,2021-12-07,11,0
China,5196-TWQXF,5376212799,2021-02-03,2021-03-05,6547,0,0,2021-02-25,22,0
France,0783-PEPYR,5378812305,2021-09-18,2021-10-18,5858,0,0,2021-10-19,31,1
France,6833-ETVHD,5390563017,2021-08-12,2021-09-11,6240,0,0,2021-09-06,25,0
Russia,1604-LIFKX,5395803659,2021-10-18,2021-11-17,5164,0,0,2021-11-27,40,10
France,9117-LYRCE,5400778193,2020-09-25,2020-10-25,3719,0,0,2020-11-01,37,7
France,4092-ZAVRG,5404048854,2021-08-07,2021-09-06,7308,0,0,2021-08-08,1,0
United States,0465-DTULQ,5406697446,2020-06-16,2020-07-16,3987,1,0,2020-08-03,48,18
Spain,9883-SDWFS,5408072058,2021-04-27,2021-05-27,4286,1,0,2021-06-18,52,22
France,4632-QZOKX,5338397427,2021-01-12,2021-02-11,6561,1,0,2021-02-20,39,9
United States,5592-UQXSS,5417879278,2020-04-07,2020-05-07,3708,1,0,2020-05-12,35,5
Spain,8690-EEBEO,5419865968,2021-08-11,2021-09-10,6283,0,0,2021-09-07,27,0
United States,5592-UQXSS,5420077969,2021-06-05,2021-07-05,3436,0,0,2021-06-21,16,0
China,6708-DPYTF,5423618299,2021-03-20,2021-04-19,8159,0,0,2021-04-28,39,9
China,7329-TWKLF,5433217651,2021-10-21,2021-11-20,7859,0,0,2021-11-13,23,0
United States,0625-TNJFG,5437619752,2021-07-05,2021-08-04,6985,0,0,2021-08-06,32,2
France,9322-YCTQO,5439908314,2021-05-17,2021-06-16,7098,0,0,2021-06-23,37,7
France,4640-FGEJI,5445841992,2021-10-21,2021-11-20,9742,1,1,2021-11-14,24,0
France,5573-KSOIA,769617971,2021-01-17,2021-02-16,8627,1,1,2021-02-28,42,12
China,8156-PCYBM,5453381490,2021-06-10,2021-07-10,6264,0,0,2021-07-14,34,4
United States,7260-ZHAKS,5454474839,2020-08-30,2020-09-29,10051,0,0,2020-09-26,27,0
China,2820-XGXSB,5458519467,2020-05-02,2020-06-01,7362,0,0,2020-05-07,5,0
China,8820-BLYDZ,5464873037,2021-08-28,2021-09-27,9883,0,0,2021-08-31,3,0
France,8389-TCXFQ,5471402464,2021-01-09,2021-02-08,5120,0,0,2021-01-24,15,0
France,4651-PMEXQ,5473678800,2021-09-05,2021-10-05,7029,0,0,2021-09-28,23,0
France,6833-ETVHD,5480294344,2020-10-01,2020-10-31,7456,0,0,2020-10-20,19,0
United States,3831-FXWYK,5485299924,2020-11-02,2020-12-02,7447,0,0,2020-12-17,45,15
France,5573-KSOIA,4403696251,2021-01-24,2021-02-23,8137,1,0,2021-03-14,49,19
France,5573-KSOIA,5506147573,2021-10-02,2021-11-01,8431,0,0,2021-10-26,24,0
France,8976-AMJEO,7900770,2021-01-26,2021-02-25,6174,1,0,2021-03-03,36,6
United States,7758-WKLVM,5510823569,2020-04-11,2020-05-11,3006,0,0,2020-05-17,36,6
United States,7260-ZHAKS,5516916159,2021-01-23,2021-02-22,8332,0,0,2021-02-06,14,0
United States,0465-DTULQ,5519301828,2020-01-30,2020-02-29,5934,1,0,2020-03-21,51,21
France,4640-FGEJI,5531824498,2020-11-06,2020-12-06,9558,0,0,2020-12-06,30,0
China,8156-PCYBM,5535719066,2020-11-25,2020-12-25,4600,0,0,2020-12-20,25,0
France,1447-YZKCL,5536234391,2020-11-01,2020-12-01,6120,0,0,2020-12-10,39,9
China,1080-NDGAE,5536610902,2021-06-29,2021-07-29,8997,1,0,2021-08-01,33,3
United States,0625-TNJFG,5539674578,2021-11-05,2021-12-05,4440,0,0,2021-12-02,27,0
Russia,5924-UOPGH,5551365805,2020-09-22,2020-10-22,9658,0,0,2020-10-07,15,0
France,0783-PEPYR,5554040283,2021-02-17,2021-03-19,5936,0,0,2021-03-30,41,11
Russia,6627-ELFBK,5554804891,2021-08-21,2021-09-20,7724,0,0,2021-09-09,19,0
France,4651-PMEXQ,9071684141,2021-01-29,2021-02-28,10201,1,0,2021-03-10,40,10
France,7938-EVASK,5570997637,2020-01-19,2020-02-18,4377,0,0,2020-02-29,41,11
France,4092-ZAVRG,5584045928,2020-08-25,2020-09-24,7220,0,0,2020-08-28,3,0
Russia,3271-HYHDN,5584805665,2021-07-23,2021-08-22,7102,0,0,2021-07-23,0,0
Russia,5924-UOPGH,5589625888,2021-02-10,2021-03-12,6146,0,0,2021-03-02,20,0
China,7841-HROAQ,5591470956,2020-08-25,2020-09-24,7294,0,0,2020-09-25,31,1
France,6833-ETVHD,5600044644,2021-01-07,2021-02-06,6751,0,0,2021-01-22,15,0
China,2423-QOKIO,5600941018,2020-01-27,2020-02-26,5373,0,0,2020-03-05,38,8
Russia,5924-UOPGH,5601820333,2021-09-25,2021-10-25,7669,0,0,2021-10-09,14,0
Russia,6004-KITZM,5606369890,2021-02-23,2021-03-25,7090,0,0,2021-03-15,20,0
Russia,7695-NKUXM,5609216425,2020-11-16,2020-12-16,6940,0,0,2020-11-29,13,0
Russia,5613-UHVMG,5612029362,2021-02-07,2021-03-09,7282,1,0,2021-04-01,53,23
France,6833-ETVHD,5614207522,2021-01-24,2021-02-23,5925,0,0,2021-02-11,18,0
France,6048-QPZCF,5616666227,2021-05-16,2021-06-15,9296,0,0,2021-05-22,6,0
Russia,7946-HJDUR,5619336586,2021-06-03,2021-07-03,7507,0,0,2021-06-30,27,0
United States,7758-WKLVM,5627371581,2020-05-28,2020-06-27,5522,0,0,2020-06-25,28,0
Spain,0688-XNJRO,5633925313,2021-04-12,2021-05-12,3475,0,0,2021-06-04,53,23
China,9174-IYKOC,5636675950,2020-03-21,2020-04-20,6881,1,0,2020-05-12,52,22
United States,7050-KQLDO,5636946317,2021-04-07,2021-05-07,5724,0,0,2021-04-30,23,0
United States,9323-NDIOV,5641290183,2020-12-09,2021-01-08,5449,0,0,2021-01-07,29,0
Russia,6004-KITZM,5652779440,2020-11-20,2020-12-20,6427,0,0,2020-12-07,17,0
Spain,6391-GBFQJ,5663633073,2021-03-28,2021-04-27,733,0,0,2021-04-21,24,0
France,4640-FGEJI,5666197272,2021-09-01,2021-10-01,4237,0,0,2021-09-24,23,0
China,6160-HCSFI,5667168406,2021-06-04,2021-07-04,6897,0,0,2021-06-20,16,0
United States,9149-MATVB,5669083173,2021-07-02,2021-08-01,3626,0,0,2021-07-25,23,0
United States,4460-ZXNDN,5670127659,2020-10-01,2020-10-31,5960,1,0,2020-11-03,33,3
United States,0706-NRGUP,5671103218,2020-12-05,2021-01-04,2578,0,0,2020-12-30,25,0
Russia,1604-LIFKX,5672264098,2020-12-22,2021-01-21,5262,0,0,2021-02-05,45,15
Spain,3271-YDPUJ,5689526714,2021-01-21,2021-02-20,6444,1,0,2021-02-22,32,2
China,6160-HCSFI,5709007782,2021-02-02,2021-03-04,8552,0,0,2021-02-23,21,0
Russia,7946-HJDUR,5713630505,2021-08-19,2021-09-18,5194,0,0,2021-09-20,32,2
Russia,1604-LIFKX,5715617144,2020-06-28,2020-07-28,5991,0,0,2020-08-11,44,14
France,2621-XCLEH,5722625204,2020-03-23,2020-04-22,8905,0,0,2020-05-14,52,22
France,6833-ETVHD,5728598959,2021-10-17,2021-11-16,7170,0,0,2021-11-06,20,0
China,6632-CGYHU,5732190469,2021-08-07,2021-09-06,7051,0,0,2021-08-18,11,0
France,1447-YZKCL,5732886455,2020-09-13,2020-10-13,5514,0,0,2020-10-13,30,0
United States,6077-FDQRK,5734148846,2021-08-15,2021-09-14,5836,0,0,2021-08-27,12,0
China,7209-MDWKR,5743371067,2020-10-04,2020-11-03,5588,0,0,2020-11-14,41,11
France,8389-TCXFQ,2250514490,2021-01-31,2021-03-02,6278,1,1,2021-03-12,40,10
France,1447-YZKCL,5750325838,2021-11-16,2021-12-16,7733,1,0,2021-12-17,31,1
France,4651-PMEXQ,5753468265,2020-07-01,2020-07-31,9497,0,0,2020-08-02,32,2
China,0187-ERLSR,5759027335,2021-11-11,2021-12-11,8318,1,0,2021-11-24,13,0
France,8389-TCXFQ,7277413369,2021-02-09,2021-03-11,6241,1,0,2021-03-28,47,17
Spain,9286-VLKMI,5759365584,2021-02-13,2021-03-15,5143,0,0,2021-02-18,5,0
Spain,3676-CQAIF,5769308033,2020-06-10,2020-07-10,3532,1,0,2020-07-28,48,18
France,4092-ZAVRG,5769746861,2020-06-27,2020-07-27,7309,0,0,2020-06-30,3,0
Russia,3568-JJMFW,5770867325,2020-04-21,2020-05-21,6397,0,0,2020-05-03,12,0
France,0783-PEPYR,5777629589,2020-09-02,2020-10-02,5726,0,0,2020-10-09,37,7
United States,0625-TNJFG,5779088948,2020-11-19,2020-12-19,6284,0,0,2020-12-13,24,0
China,9212-BTDMX,5783904084,2020-07-15,2020-08-14,2491,0,0,2020-07-28,13,0
China,0379-NEVHP,5786890759,2021-01-09,2021-02-08,3441,0,0,2021-01-27,18,0
United States,2687-XWAMA,5792413329,2020-06-26,2020-07-26,4764,0,0,2020-07-10,14,0
United States,2026-XLBER,5796159925,2021-09-08,2021-10-08,5516,0,0,2021-09-17,9,0
France,5284-DJOZO,5802848218,2020-12-14,2021-01-13,8219,0,0,2020-12-18,4,0
Spain,8942-ERSWK,5804051179,2020-11-17,2020-12-17,2941,0,0,2020-12-03,16,0
Spain,1408-OQZUE,5822411556,2020-12-12,2021-01-11,6429,1,0,2021-01-27,46,16
China,6708-DPYTF,5826992356,2021-10-03,2021-11-02,10525,0,0,2021-11-03,31,1
United States,2687-XWAMA,5831823402,2020-01-21,2020-02-20,3278,0,0,2020-02-02,12,0
United States,0625-TNJFG,5833648536,2021-07-13,2021-08-12,8163,0,0,2021-08-04,22,0
France,2621-XCLEH,5834509499,2020-03-02,2020-04-01,6751,0,0,2020-04-28,57,27
United States,3831-FXWYK,5834961407,2020-08-09,2020-09-08,7390,0,0,2020-09-10,32,2
France,6833-ETVHD,5844695758,2020-01-10,2020-02-09,7166,0,0,2020-02-10,31,1
United States,9149-MATVB,5851010658,2020-04-01,2020-05-01,5610,0,0,2020-04-30,29,0
United States,0625-TNJFG,5853943614,2020-02-24,2020-03-25,6239,0,0,2020-03-25,30,0
United States,3831-FXWYK,5854224600,2021-09-02,2021-10-02,5631,0,0,2021-09-27,25,0
Spain,3271-YDPUJ,5861341441,2021-01-18,2021-02-17,4479,1,0,2021-02-24,37,7
Spain,9250-VHLWY,5863004374,2021-01-09,2021-02-08,5253,0,0,2021-02-11,33,3
China,5196-TWQXF,5865149984,2021-05-26,2021-06-25,5510,0,0,2021-06-16,21,0
United States,7050-KQLDO,5865665884,2020-01-28,2020-02-27,6489,0,0,2020-02-16,19,0
United States,7758-WKLVM,5865860062,2020-03-19,2020-04-18,4842,1,0,2020-05-09,51,21
United States,2687-XWAMA,5866198434,2020-05-13,2020-06-12,5625,0,0,2020-05-23,10,0
China,7209-MDWKR,5866933192,2021-07-14,2021-08-13,6232,0,0,2021-08-19,36,6
Spain,0688-XNJRO,5868117840,2020-07-05,2020-08-04,2442,0,0,2020-08-15,41,11
Spain,3271-YDPUJ,5870483009,2020-08-24,2020-09-23,2308,0,0,2020-09-13,20,0
China,6632-CGYHU,5872970998,2021-05-29,2021-06-28,8589,0,0,2021-06-06,8,0
United States,9149-MATVB,5876175760,2020-06-05,2020-07-05,6406,0,0,2020-07-13,38,8
Russia,8102-ABPKQ,5882624218,2021-03-17,2021-04-16,7685,1,0,2021-05-03,47,17
France,1447-YZKCL,5893003141,2020-05-25,2020-06-24,7136,0,0,2020-06-26,32,2
China,9174-IYKOC,5895996518,2021-07-09,2021-08-08,6539,0,0,2021-08-02,24,0
Russia,3568-JJMFW,5896450110,2020-12-30,2021-01-29,5693,1,0,2021-01-17,18,0
China,6708-DPYTF,5897876193,2020-07-04,2020-08-03,7681,0,0,2020-08-16,43,13
France,7938-EVASK,5900977077,2021-05-04,2021-06-03,6579,0,0,2021-05-28,24,0
France,9771-QTLGZ,7880714904,2021-02-09,2021-03-11,6107,1,0,2021-02-25,16,0
China,9174-IYKOC,5905976017,2021-03-19,2021-04-18,5746,0,0,2021-04-06,18,0
United States,3831-FXWYK,5908935254,2021-03-25,2021-04-24,8586,0,0,2021-04-27,33,3
Spain,9250-VHLWY,5915326736,2020-04-16,2020-05-16,4970,0,0,2020-05-08,22,0
China,7209-MDWKR,5916379112,2020-01-21,2020-02-20,8190,0,0,2020-02-16,26,0
France,9322-YCTQO,5920658489,2021-10-30,2021-11-29,9132,0,0,2021-11-25,26,0
Russia,1604-LIFKX,5928070131,2020-01-03,2020-02-02,9760,0,0,2020-02-25,53,23
Spain,1168-BEASA,5934744260,2021-08-18,2021-09-17,5868,0,0,2021-09-12,25,0
Spain,6177-VTITE,5937906260,2021-06-30,2021-07-30,2189,0,0,2021-07-14,14,0
France,9758-AIEIK,5939094178,2020-02-13,2020-03-14,5542,0,0,2020-03-03,19,0
China,2423-QOKIO,5939164853,2020-07-09,2020-08-08,7043,0,0,2020-08-16,38,8
Russia,8887-NCUZC,5945158356,2021-06-11,2021-07-11,5319,0,0,2021-07-09,28,0
United States,5592-UQXSS,5949242829,2021-11-06,2021-12-06,4487,1,0,2021-12-11,35,5
United States,3831-FXWYK,5950285853,2021-01-05,2021-02-04,6312,1,0,2021-02-18,44,14
China,5196-TWQXF,5955530230,2021-05-13,2021-06-12,1657,0,0,2021-06-04,22,0
United States,3831-FXWYK,5959305622,2021-11-18,2021-12-18,7837,0,0,2021-12-15,27,0
Spain,0688-XNJRO,5963438295,2021-07-16,2021-08-15,2579,0,0,2021-08-23,38,8
Spain,8690-EEBEO,5972339733,2020-08-19,2020-09-18,5940,0,0,2020-09-23,35,5
France,8976-AMJEO,5978287436,2021-05-23,2021-06-22,3960,0,0,2021-06-18,26,0
China,2125-HJDLA,5983180705,2020-03-07,2020-04-06,3845,0,0,2020-04-22,46,16
France,5573-KSOIA,5984065624,2021-08-29,2021-09-28,8737,0,0,2021-09-30,32,2
France,6048-QPZCF,8514889441,2021-02-10,2021-03-12,9214,1,0,2021-02-22,12,0
Spain,6177-VTITE,5991374516,2021-11-02,2021-12-02,5511,0,0,2021-11-10,8,0
Russia,2824-HJQPP,5993794287,2021-07-27,2021-08-26,3602,0,0,2021-08-18,22,0
China,0187-ERLSR,5995302563,2021-03-04,2021-04-03,3172,0,0,2021-03-11,7,0
China,9174-IYKOC,5995642092,2020-03-08,2020-04-07,3546,0,0,2020-04-12,35,5
Spain,7654-DOLHO,5999019394,2020-12-27,2021-01-26,526,0,0,2021-01-23,27,0
United States,2687-XWAMA,6008733621,2021-10-14,2021-11-13,4880,0,0,2021-10-19,5,0
Russia,8887-NCUZC,6014957446,2021-10-09,2021-11-08,5555,1,0,2021-11-13,35,5
Spain,3271-YDPUJ,6017503839,2021-05-27,2021-06-26,3023,0,0,2021-06-12,16,0
China,0187-ERLSR,6018471272,2021-05-07,2021-06-06,7987,0,0,2021-05-15,8,0
China,9174-IYKOC,6019130159,2020-10-13,2020-11-12,7375,0,0,2020-11-06,24,0
United States,6077-FDQRK,6021346193,2020-07-26,2020-08-25,6303,0,0,2020-08-17,22,0
United States,4460-ZXNDN,6023663421,2020-04-09,2020-05-09,6197,1,0,2020-05-25,46,16
Russia,8364-UWVLM,6025796693,2020-02-29,2020-03-30,6831,0,0,2020-03-29,29,0
Russia,5875-VZQCZ,6032999481,2021-03-18,2021-04-17,8121,1,0,2021-05-11,54,24
France,6048-QPZCF,284482411,2021-02-14,2021-03-16,8790,1,0,2021-03-17,31,1
United States,6077-FDQRK,6035899942,2020-07-10,2020-08-09,5352,0,0,2020-08-02,23,0
France,6048-QPZCF,6040813966,2020-09-25,2020-10-25,8423,0,0,2020-09-30,5,0
Russia,6004-KITZM,6045344090,2021-04-16,2021-05-16,7288,0,0,2021-05-05,19,0
Russia,8887-NCUZC,6050714721,2020-01-03,2020-02-02,1599,1,0,2020-02-15,43,13
Russia,7695-NKUXM,6051615131,2020-08-25,2020-09-24,2752,0,0,2020-08-29,4,0
United States,0625-TNJFG,6052640963,2021-11-11,2021-12-11,8368,0,0,2021-12-01,20,0
France,4092-ZAVRG,6053161771,2021-02-10,2021-03-12,7356,0,0,2021-02-11,1,0
China,2125-HJDLA,6059076054,2020-10-05,2020-11-04,3205,0,0,2020-10-31,26,0
China,9841-XLGBV,6059357698,2021-07-27,2021-08-26,3112,0,0,2021-08-24,28,0
France,7938-EVASK,6062304635,2020-09-07,2020-10-07,11121,0,0,2020-09-29,22,0
Russia,5148-SYKLB,6067368978,2020-06-18,2020-07-18,8848,1,0,2020-07-31,43,13
United States,3993-QUNVJ,6079394028,2020-07-23,2020-08-22,6176,0,0,2020-08-09,17,0
Spain,6177-VTITE,6080109452,2021-02-11,2021-03-13,5705,0,0,2021-02-27,16,0
United States,7228-LEPPM,6081045243,2020-06-30,2020-07-30,6915,0,0,2020-08-13,44,14
China,6708-DPYTF,6085710390,2021-04-29,2021-05-29,8204,0,0,2021-05-23,24,0
Spain,0688-XNJRO,6088063371,2020-02-08,2020-03-09,6828,0,0,2020-03-25,46,16
Spain,6296-UKEUZ,6089084877,2020-03-16,2020-04-15,4339,0,0,2020-03-18,2,0
Spain,1168-BEASA,6095691270,2020-09-06,2020-10-06,4317,0,0,2020-09-25,19,0
France,2621-XCLEH,6107289576,2021-04-27,2021-05-27,6576,0,0,2021-06-03,37,7
China,6160-HCSFI,6107650729,2020-07-26,2020-08-25,6072,0,0,2020-08-21,26,0
France,3448-OWJOT,7792341685,2021-01-01,2021-01-31,7135,1,1,2021-02-04,34,4
Spain,9286-VLKMI,6110785497,2020-06-01,2020-07-01,8650,0,0,2020-06-10,9,0
France,8389-TCXFQ,4171825761,2021-02-25,2021-03-27,8867,1,1,2021-03-26,29,0
United States,7856-ODQFO,6115848018,2020-07-02,2020-08-01,3012,0,0,2020-08-01,30,0
United States,3831-FXWYK,6120905901,2020-09-01,2020-10-01,7839,0,0,2020-09-27,26,0
United States,0465-DTULQ,6128855877,2021-11-25,2021-12-25,7236,0,0,2021-12-23,28,0
Spain,1168-BEASA,6133129097,2021-04-22,2021-05-22,5207,0,0,2021-05-15,23,0
China,3569-VJWXS,6140117683,2021-08-31,2021-09-30,6026,0,0,2021-09-17,17,0
France,8976-AMJEO,6140327615,2020-07-08,2020-08-07,5459,0,0,2020-07-26,18,0
United States,2447-JCFGW,6149070076,2020-05-29,2020-06-28,5096,0,0,2020-06-24,26,0
Russia,5875-VZQCZ,6151783720,2021-11-04,2021-12-04,6217,1,0,2021-12-07,33,3
France,3448-OWJOT,9398281591,2021-02-23,2021-03-25,5931,1,0,2021-03-28,33,3
China,0379-NEVHP,6164052759,2020-09-10,2020-10-10,7297,0,0,2020-09-28,18,0
France,4651-PMEXQ,6166200189,2021-06-13,2021-07-13,7876,0,0,2021-06-30,17,0
Spain,9286-VLKMI,6170784196,2020-12-07,2021-01-06,6039,0,0,2020-12-16,9,0
China,5196-TWQXF,6172286856,2020-04-09,2020-05-09,3011,0,0,2020-05-14,35,5
China,2125-HJDLA,6178537152,2021-11-13,2021-12-13,8268,1,0,2022-01-03,51,21
China,0709-LZRJV,6179146246,2021-11-28,2021-12-28,3282,0,0,2021-12-26,28,0
United States,6831-FIODB,6180284302,2021-01-30,2021-03-01,3090,0,0,2021-03-06,35,5
France,4651-PMEXQ,6191014036,2021-09-02,2021-10-02,6987,0,0,2021-10-01,29,0
Spain,9883-SDWFS,6195238206,2020-09-28,2020-10-28,1405,0,0,2020-11-01,34,4
Spain,3676-CQAIF,6197031775,2020-09-27,2020-10-27,6321,0,0,2020-11-10,44,14
France,4092-ZAVRG,291694356,2021-02-27,2021-03-29,6965,1,0,2021-03-11,12,0
United States,3831-FXWYK,6211621442,2020-03-03,2020-04-02,11701,0,0,2020-04-20,48,18
China,6632-CGYHU,6215256535,2021-07-04,2021-08-03,11444,0,0,2021-07-15,11,0
China,6160-HCSFI,6216182013,2020-08-22,2020-09-21,7486,0,0,2020-09-08,17,0
